year;object_level;object_name;okato;oktmo;subsidies_for_equalizing;subventions;other_transfers;indicator_unit
2018;регион;Хабаровский край;08000000;08000000;6770381.6;15830217.4;1990790.4;тысяча рублей
2018;регион;Чукотский автономный округ;77000000;77000000;9774052.9;3281237.2;234853.2;тысяча рублей
2018;федеральный округ;Приволжский федеральный округ;00000000;00000000;77388723.7;227850102.2;47987556.4;тысяча рублей
2018;регион;Кировская область;33000000;33000000;10007230.0;10735017.2;1963176.2;тысяча рублей
2018;регион;Нижегородская область;22000000;22000000;3929022.6;20808454.6;3957539.8;тысяча рублей
2018;регион;Оренбургская область;53000000;53000000;3974113.2;17286504.6;2491501.6;тысяча рублей
2018;регион;Пензенская область;56000000;56000000;6677239.2;10844550.4;12753195.6;тысяча рублей
2018;регион;Пермский край;57000000;57000000;2186594.0;17163443.0;3085450.8;тысяча рублей
2018;регион;Республика Башкортостан;80000000;80000000;16433477.4;27511570.6;5764267.8;тысяча рублей
2018;регион;Республика Марий Эл;88000000;88000000;6025779.7;6964490.4;710646.6;тысяча рублей
2018;регион;Республика Мордовия;89000000;89000000;2755155.5;10608643.4;1296099.0;тысяча рублей
2018;регион;Республика Татарстан;92000000;92000000;;32863486.8;737573.8;тысяча рублей
2018;регион;Самарская область;36000000;36000000;;21270961.4;450103.2;тысяча рублей
2018;регион;Саратовская область;63000000;63000000;8495340.2;17153362.0;2383404.6;тысяча рублей
2018;регион;Удмуртская Республика;94000000;94000000;3632692.7;12205592.4;9285035.4;тысяча рублей
2018;регион;Ульяновская область;73000000;73000000;3354936.2;10269011.6;1608443.4;тысяча рублей
2018;регион;Чувашская Республика;97000000;97000000;9917143.0;12165013.8;1501118.6;тысяча рублей
2018;федеральный округ;Северо-Западный федеральный округ;00000000;00000000;28635671.7;99518962.8;24091881.6;тысяча рублей
2018;регион;Архангельская область;11000000;11000000;8824435.8;10425263.8;2374911.2;тысяча рублей
2018;регион;Вологодская область;19000000;19000000;2733988.9;11673105.6;1338373.4;тысяча рублей
2018;регион;Санкт-Петербург;40000000;40000000;;18927705.0;979986.2;тысяча рублей
2018;регион;Калининградская область;27000000;27000000;2166982.9;12397889.8;1210807.2;тысяча рублей
2018;регион;Ленинградская область;41000000;41000000;;13139189.2;260523.8;тысяча рублей
2018;регион;Мурманская область;47000000;47000000;472903.0;4903654.4;4145825.8;тысяча рублей
2018;регион;Ненецкий автономный округ;11100000;11800000;;652126.6;16170.8;тысяча рублей
2018;регион;Новгородская область;49000000;49000000;1307096.9;5970708.8;1915239.8;тысяча рублей
2018;регион;Псковская область;58000000;58000000;4288008.0;7559304.4;3011769.4;тысяча рублей
2018;регион;Республика Карелия;86000000;86000000;8542541.4;6366714.6;7663103.4;тысяча рублей
2018;регион;Республика Коми;87000000;87000000;299714.8;7503300.6;1175170.6;тысяча рублей
2018;федеральный округ;Северо-Кавказский федеральный округ;00000000;00000000;143748512.8;135615841.4;19972682.4;тысяча рублей
2018;регион;Кабардино-Балкарская Республика;83000000;83000000;11085531.8;11572121.2;3348998.2;тысяча рублей
2018;регион;Карачаево-Черкесская Республика;91000000;91000000;9134791.1;15400349.4;411988.8;тысяча рублей
2018;регион;Республика Дагестан;82000000;82000000;59065832.5;29947876.8;2593765.6;тысяча рублей
2018;регион;Республика Ингушетия;26000000;26000000;9197281.2;16618568.0;504849.8;тысяча рублей
2018;регион;Республика Северная Осетия — Алания;90000000;90000000;8983902.7;10583387.4;640070.2;тысяча рублей
2018;регион;Ставропольский край;07000000;07000000;19202709.7;24609840.8;10943432.4;тысяча рублей
2018;регион;Чеченская Республика;96000000;96000000;27078463.8;26883697.8;1529577.4;тысяча рублей
2018;федеральный округ;Сибирский федеральный округ;00000000;00000000;88159272.1;158882550.2;50525635.0;тысяча рублей
2018;регион;Алтайский край;01000000;01000000;27129122.5;21658704.8;9024168.0;тысяча рублей
2018;регион;Иркутская область;25000000;25000000;5850352.0;24637096.4;3470585.8;тысяча рублей
2018;регион;Кемеровская область;32000000;32000000;7220710.8;19426601.8;4150421.8;тысяча рублей
2018;регион;Красноярский край;04000000;04000000;3194525.8;32338461.2;7089721.6;тысяча рублей
2018;регион;Новосибирская область;50000000;50000000;5562539.9;18615714.0;3235995.6;тысяча рублей
2018;регион;Омская область;52000000;52000000;6576685.0;13784750.4;17429622.2;тысяча рублей
2018;регион;Республика Алтай;84000000;84000000;9645506.4;6435731.6;288810.0;тысяча рублей
2018;регион;Республика Тыва;93000000;93000000;15732671.2;7446125.6;487358.2;тысяча рублей
2018;регион;Республика Хакасия;95000000;95000000;3092734.7;6792062.8;2408261.0;тысяча рублей
2018;регион;Томская область;69000000;69000000;4154423.8;7747301.6;2940690.8;тысяча рублей
2018;федеральный округ;Уральский федеральный округ;00000000;00000000;20586379.9;80316858.4;11505865.2;тысяча рублей
2018;регион;Курганская область;37000000;37000000;12996957.2;7905203.6;2893072.8;тысяча рублей
2018;регион;Свердловская область;65000000;65000000;;27238919.8;1615228.2;тысяча рублей
2018;регион;Тюменская область;71000000;71000000;;11306055.8;358848.4;тысяча рублей
2018;регион;Ханты-Мансийский автономный округ — Югра;71100000;71800000;;8687842.4;235297.4;тысяча рублей
2018;регион;Челябинская область;75000000;75000000;7589422.7;22769355.6;6321853.2;тысяча рублей
2018;регион;Ямало-Ненецкий автономный округ;71140000;71900000;;2409481.2;81565.2;тысяча рублей
2018;федеральный округ;Центральный федеральный округ;00000000;00000000;76109072.3;321367076.0;40354022.6;тысяча рублей
2018;регион;Белгородская область;14000000;14000000;2367047.5;25031254.6;1573960.8;тысяча рублей
2018;регион;Брянская область;15000000;15000000;12805744.9;34287746.2;1316850.8;тысяча рублей
2018;регион;Владимирская область;17000000;17000000;5579463.1;11801880.6;1991720.2;тысяча рублей
2018;регион;Воронежская область;20000000;20000000;7011928.6;25952330.6;2060018.2;тысяча рублей
2018;регион;Москва;45000000;45000000;;42188857.0;3217937.4;тысяча рублей
2018;регион;Ивановская область;24000000;24000000;11636525.0;7340628.8;4400797.4;тысяча рублей
2018;регион;Калужская область;29000000;29000000;272673.0;12598484.2;1036892.6;тысяча рублей
2018;регион;Костромская область;34000000;34000000;3702949.7;6839034.8;6822840.8;тысяча рублей
2018;регион;Курская область;38000000;38000000;3773624.0;16572609.0;1269151.4;тысяча рублей
2018;регион;Липецкая область;42000000;42000000;794283.4;13503708.6;1071191.8;тысяча рублей
2018;регион;Московская область;46000000;46000000;;36791957.8;1512975.6;тысяча рублей
2018;регион;Орловская область;54000000;54000000;5730043.1;9900259.4;1835466.2;тысяча рублей
2018;регион;Рязанская область;61000000;61000000;3468529.3;15295070.2;1184221.4;тысяча рублей
2018;регион;Смоленская область;66000000;66000000;3245918.2;7993000.2;1345689.8;тысяча рублей
2018;регион;Тамбовская область;68000000;68000000;9112852.8;14133901.4;5841207.8;тысяча рублей
2018;регион;Тверская область;28000000;28000000;4076536.8;12641781.0;1497036.6;тысяча рублей
2018;регион;Тульская область;70000000;70000000;1845052.1;18433454.6;1446014.6;тысяча рублей
2018;регион;Ярославская область;78000000;78000000;685900.8;10061117.0;930049.2;тысяча рублей
2018;федеральный округ;Южный федеральный округ;00000000;00000000;61253758.7;303906384.6;26813208.6;тысяча рублей
2018;регион;Астраханская область;12000000;12000000;2416618.2;7369077.6;4151385.8;тысяча рублей
2018;регион;Волгоградская область;18000000;18000000;8288733.1;23932117.8;10151315.2;тысяча рублей
2018;регион;Краснодарский край;03000000;03000000;8737922.3;35029122.6;5860664.8;тысяча рублей
2018;регион;Республика Адыгея;79000000;79000000;3798076.2;8051495.2;432513.0;тысяча рублей
2018;регион;Республика Калмыкия;85000000;85000000;3844346.7;4503296.4;264941.0;тысяча рублей
2018;регион;Ростовская область;60000000;60000000;13851965.4;27536376.0;5119549.4;тысяча рублей
