,Region,year,total,drafted,pmc,volunteers,prisoners,contract,slavic,non_slavic,reg_inc,other_transfers,share_of_total,share_of_income,population,urban_share,disability_per10k,uneployment,median_income,consumption,av_income,share_poverty,% Russians,% Slavs,Excessive Marriages,ex_nup_per100k
319,Ханты-Мансийский автономный округ - Югра,2022,94,0,13,11,23,40,80,14,,,,,,,,,,,,,,,,
320,Ханты-Мансийский автономный округ - Югра,2023,375,97,14,90,124,21,324,51,,,,,,,,,,,,,,,,
321,Ханты-Мансийский автономный округ - Югра,2024,514,77,0,192,28,46,446,68,,,,,,,,,,,,,,,,
322,Ханты-Мансийский автономный округ - Югра,2025,43,8,0,0,0,2,40,3,,,,,,,,,,,,,,,,
323,Челябинская область,2022,496,76,30,53,65,146,392,104,300892.36,5696.7485,0.5779499625309565,1.8932845287264852,3421600.0,0.8261631985036241,55.6,3.1,27417.9,27029.0,33071.0,11.3,86.34,87.08,2541.8,327.57729666893914
324,Челябинская область,2023,937,124,63,164,338,73,745,192,343907.74,9250.3405,0.7864808643836025,2.68977386202474,3407100.0,0.8259516891197792,,,,,,,86.34,87.08,2541.8,327.57729666893914
325,Челябинская область,2024,1425,42,0,394,95,188,1101,324,253026.09,2021.3264,0.2020805956581927,0.7988608605539453,,,,,,,,,86.34,87.08,2541.8,327.57729666893914
326,Челябинская область,2025,170,13,0,48,7,15,130,40,,,,,,,,,,,,,,,2541.8,327.57729666893914
327,Чеченская Республика,2022,168,1,1,71,0,74,6,162,149892.93,38591.1259,3.915170165565924,25.74579461486276,1514600.0,0.3814868612174831,66.6,11.0,24021.8,22124.0,30341.0,19.4,1.21,1.22,-885.5999999999999,-224.9937120659737
328,Чеченская Республика,2023,8,0,0,0,6,2,1,7,155026.24,47408.0227,4.030716779756751,30.580644089671534,1533200.0,0.3813592486303157,,,,,,,1.21,1.22,-885.5999999999999,-224.9937120659737
329,Чеченская Республика,2024,41,0,0,7,5,15,2,39,111475.34,53495.0009,5.3481227211041,47.988192635250094,,,,,,,,,1.21,1.22,-885.5999999999999,-224.9937120659737
330,Чувашская Республика,2022,225,14,0,15,58,106,208,17,94209.04,15897.974,1.612890840734521,16.875210701648165,1183900.0,0.6403412450375876,57.6,3.2,22320.9,21891.0,27213.0,14.8,30.7,30.96,185.6,71.87697264724905
331,Чувашская Республика,2023,237,44,12,70,28,30,228,9,106514.34,20249.0698,1.7216129416282464,19.010651335773197,1173200.0,0.6431128537333788,,,,,,,30.7,30.96,185.6,71.87697264724905
332,Чувашская Республика,2024,452,30,6,172,16,56,426,26,86445.26,20342.1602,2.0336922578116927,23.53183991811697,,,,,,,,,30.7,30.96,185.6,71.87697264724905
333,Чувашская Республика,2025,17,5,0,0,1,3,17,0,,,,,,,,,,,,,,,185.6,71.87697264724905
334,Чукотский автономный округ,2023,55,19,0,21,11,4,46,9,,,,,,,,,,,,,,,,
335,Чукотский автономный округ,2024,22,0,0,7,0,4,19,3,,,,,,,,,,,,,,,,
336,Чукотский автономный округ,2025,19,0,0,14,4,1,16,3,,,,,,,,,,,,,,,,
337,Ямало-Ненецкий автономный округ,2022,36,0,0,8,0,7,31,5,,,,,,,,,,,,,,,,
338,Ямало-Ненецкий автономный округ,2023,146,6,4,22,68,30,106,40,,,,,,,,,,,,,,,,
339,Ямало-Ненецкий автономный округ,2024,171,13,1,108,4,18,132,39,,,,,,,,,,,,,,,,
340,Ямало-Ненецкий автономный округ,2025,38,6,0,15,0,1,26,12,,,,,,,,,,,,,,,,
341,Ярославская область,2022,71,0,0,14,36,21,68,3,120785.65,1164.1718,0.118108259156885,0.9638328725308016,1205600.0,0.8107166556071665,40.5,5.0,30524.1,30810.0,38060.0,8.8,96.52,97.04,779.9999999999999,293.73110047486523
342,Ярославская область,2023,194,59,8,44,46,10,190,4,140844.99,3094.532,0.2631027692680846,2.1971189745549347,1194600.0,0.8098945253641386,,,,,,,96.52,97.04,779.9999999999999,293.73110047486523
343,Ярославская область,2024,230,25,5,89,0,35,222,8,102695.52,2162.1832000000004,0.2161626489309877,2.1054308892929314,,,,,,,,,96.52,97.04,779.9999999999999,293.73110047486523
344,Ярославская область,2025,13,0,0,0,0,1,12,1,,,,,,,,,,,,,,,779.9999999999999,293.73110047486523
